player_id,name,recent_team,season,week,years_exp,position_wr,position_te,season_tot_receptions,season_tot_targets,season_tot_receiving_yards,season_tot_receiving_tds,season_tot_receiving_air_yards,season_avg_racr,season_avg_tgt_share,season_avg_air_yards_share,season_avg_wopr,season_avg_fantasy_points_ppr,recent_racr,recent_tgt_share,recent_air_yards_share,recent_wopr,recent_fantasy_points_ppr,lw_fpts,lw_wopr,career_fpts,actual_fantasy_pts
00-0035631,Drew Sample,CIN,2022,6,3,0,1,2,2,-2,0,-2,1.00,0.02,0.00,0.03,0.90,1.00,0.02,0.00,0.03,0.90,0.60,0.03,3.52,0.60
00-0035639,Parris Campbell,IND,2022,6,3,1,0,11,15,112,0,84,1.33,0.08,0.07,0.17,4.44,0.89,0.08,0.07,0.17,5.17,4.20,0.18,5.36,4.20
00-0035640,DK Metcalf,SEA,2022,6,3,1,0,28,43,372,2,478,0.78,0.28,0.36,0.67,14.64,0.63,0.31,0.39,0.73,19.03,17.80,0.71,14.76,17.80
00-0035644,Noah Fant,SEA,2022,6,3,0,1,13,16,105,1,95,1.11,0.10,0.07,0.21,5.90,0.82,0.10,0.07,0.20,7.27,7.90,0.43,8.80,7.90
00-0035645,Gunner Olszewski,PIT,2022,6,3,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.90,0.00,0.00,2.76,0.00
00-0035659,Terry McLaurin,WAS,2022,6,3,1,0,22,37,367,1,497,0.74,0.16,0.27,0.44,11.08,0.27,0.16,0.21,0.39,8.10,8.20,0.38,13.38,8.20
00-0035662,Marquise Brown,ARI,2022,6,3,1,0,38,55,417,3,518,0.81,0.27,0.39,0.67,19.54,0.59,0.31,0.40,0.74,23.53,21.80,0.63,13.06,21.80
00-0035676,A.J. Brown,PHI,2022,6,3,1,0,28,45,436,1,473,0.92,0.30,0.43,0.75,15.52,0.45,0.26,0.40,0.67,13.40,6.20,0.58,14.73,6.20
00-0035689,Dawson Knox,BUF,2022,6,3,0,1,12,17,111,0,104,1.07,0.11,0.09,0.22,5.78,1.02,0.12,0.11,0.25,7.20,7.00,0.45,7.71,7.00
00-0035703,Miles Boykin,PIT,2022,6,3,1,0,1,2,11,0,46,0.24,0.02,0.07,0.08,1.05,0.24,0.02,0.07,0.08,1.05,2.10,0.05,4.35,2.10
00-0035719,Deebo Samuel,SF,2022,6,3,1,0,20,37,266,2,156,1.71,0.28,0.16,0.52,15.02,1.33,0.29,0.24,0.59,15.93,11.20,0.67,15.67,11.20
00-0035771,Mitchell Wilcox,CIN,2022,6,2,0,1,3,3,30,0,4,7.50,0.03,0.00,0.05,2.00,7.50,0.03,0.00,0.05,2.00,2.80,0.05,2.65,2.80
00-0035823,Ben Ellefson,MIN,2022,6,2,0,1,3,3,26,0,15,1.73,0.04,0.03,0.09,2.80,1.73,0.04,0.03,0.09,2.80,4.40,0.11,1.60,4.40
00-0035956,Giovanni Ricci,CAR,2022,6,2,0,1,5,6,58,0,27,2.15,0.07,0.04,0.13,3.60,2.15,0.07,0.04,0.13,3.60,5.70,0.15,2.16,5.70
00-0036005,Noah Togiai,PHI,2022,6,2,0,1,0,1,0,0,4,0.00,0.03,0.03,0.07,0.00,0.00,0.03,0.03,0.07,0.00,0.00,0.07,0.00,0.00
00-0036040,Juwan Johnson,NO,2022,6,2,0,1,10,19,129,0,193,0.67,0.12,0.11,0.25,4.58,0.24,0.08,0.07,0.16,2.87,2.30,0.16,3.80,2.30
00-0036133,James Proche,BAL,2022,6,2,1,0,1,2,7,0,11,0.64,0.07,0.04,0.14,1.70,0.64,0.07,0.04,0.14,1.70,1.70,0.14,3.66,1.70
00-0036145,Lawrence Cager,NYJ,2022,6,2,1,0,0,1,0,0,14,0.00,0.02,0.05,0.06,0.00,0.00,0.02,0.05,0.06,0.00,0.00,0.06,1.83,0.00
00-0036165,Isaiah Hodgins,BUF,2022,6,2,1,0,4,6,41,0,44,0.93,0.17,0.10,0.32,8.10,0.93,0.17,0.10,0.32,8.10,8.10,0.32,8.10,8.10
00-0036182,Nick Westbrook-Ikhine,TEN,2022,6,2,1,0,7,12,138,0,232,0.59,0.12,0.27,0.36,5.20,0.54,0.14,0.36,0.46,6.17,9.20,0.57,4.84,9.20
00-0036187,Reggie Gilliam,BUF,2022,6,2,0,1,4,6,39,1,54,0.72,0.06,0.08,0.15,6.95,0.72,0.06,0.08,0.15,6.95,4.20,0.14,2.77,4.20
00-0036194,Devin Asiasi,CIN,2022,6,2,0,1,0,1,0,0,24,0.00,0.03,0.07,0.10,0.00,0.00,0.03,0.07,0.10,0.00,0.00,0.10,2.38,0.00
00-0036196,Gabriel Davis,BUF,2022,6,2,1,0,11,20,309,3,334,0.93,0.13,0.27,0.38,14.97,0.66,0.12,0.24,0.35,13.70,32.10,0.50,9.98,32.10
00-0036219,Marquez Callaway,NO,2022,6,2,1,0,6,10,62,1,119,0.52,0.11,0.12,0.25,6.07,0.52,0.11,0.12,0.25,6.07,2.50,0.27,7.86,2.50
00-0036228,Dezmon Patmon,IND,2022,6,2,1,0,2,6,24,0,73,0.33,0.21,0.29,0.51,4.40,0.33,0.21,0.29,0.51,4.40,4.40,0.51,2.90,4.40
00-0036232,Harrison Bryant,CLE,2022,6,2,0,1,9,15,81,0,111,0.73,0.12,0.12,0.26,4.28,0.57,0.12,0.08,0.23,4.43,0.00,0.06,4.71,0.00
00-0036233,Donovan Peoples-Jones,CLE,2022,6,2,1,0,16,31,191,0,312,0.61,0.20,0.27,0.49,7.02,0.42,0.19,0.28,0.49,7.70,9.00,0.55,7.71,9.00
00-0036244,Colby Parkinson,SEA,2022,6,2,0,1,6,7,115,1,71,1.62,0.07,0.08,0.16,7.83,1.62,0.07,0.08,0.16,7.83,4.80,0.19,3.93,4.80
00-0036250,Tyler Davis,GB,2022,6,2,0,1,4,6,26,0,17,1.53,0.05,0.02,0.08,1.65,1.35,0.05,0.03,0.09,1.77,0.70,0.12,1.57,0.70
00-0036252,Michael Pittman,IND,2022,6,2,1,0,25,36,283,1,232,1.22,0.23,0.24,0.51,14.82,0.70,0.21,0.19,0.45,10.73,10.90,0.52,11.77,10.90
00-0036259,Jauan Jennings,SF,2022,6,2,1,0,10,17,138,0,125,1.10,0.13,0.13,0.28,4.76,0.58,0.11,0.11,0.24,4.07,6.50,0.13,5.54,6.50
00-0036261,Brandon Aiyuk,SF,2022,6,2,1,0,17,27,237,1,297,0.80,0.20,0.30,0.51,9.48,0.45,0.19,0.28,0.48,9.80,8.80,0.36,11.80,8.80
00-0036268,Laviska Shenault,CAR,2022,6,2,1,0,2,2,90,1,1,90.00,0.03,0.00,0.05,8.50,90.00,0.03,0.00,0.05,8.50,0.00,0.00,9.41,0.00
00-0036271,Quez Watkins,PHI,2022,6,2,1,0,5,8,88,1,98,0.90,0.07,0.10,0.17,4.95,0.19,0.07,0.05,0.13,1.63,4.90,0.19,6.34,4.90
00-0036277,Quintez Cephus,DET,2022,6,2,1,0,2,3,15,0,14,1.07,0.08,0.04,0.14,3.50,1.07,0.08,0.04,0.14,3.50,3.50,0.14,7.05,3.50
00-0036290,Cole Kmet,CHI,2022,6,2,0,1,10,15,116,0,85,1.36,0.14,0.08,0.26,3.60,0.89,0.15,0.05,0.26,5.20,2.50,0.22,5.66,2.50
00-0036309,Darnell Mooney,CHI,2022,6,2,1,0,17,33,241,0,471,0.51,0.30,0.46,0.77,6.85,0.45,0.33,0.55,0.88,11.47,13.80,1.05,10.59,13.80
00-0036322,Justin Jefferson,MIN,2022,6,2,1,0,40,55,547,2,450,1.22,0.29,0.39,0.72,23.18,0.70,0.29,0.33,0.66,21.91,30.32,0.90,18.96,30.32
00-0036326,Chase Claypool,PIT,2022,6,2,1,0,16,29,129,0,279,0.46,0.16,0.17,0.37,6.72,0.30,0.16,0.19,0.37,5.87,10.00,0.39,11.67,10.00
00-0036331,Devin Duvernay,BAL,2022,6,2,1,0,17,20,226,3,253,0.89,0.14,0.19,0.35,13.16,0.51,0.17,0.27,0.44,10.73,12.80,0.69,5.77,12.80
00-0036332,Josiah Deguara,GB,2022,6,2,0,1,4,5,47,0,13,3.62,0.05,0.02,0.08,2.90,3.62,0.05,0.02,0.08,2.90,3.90,0.08,4.26,3.90
00-0036345,K.J. Osborn,MIN,2022,6,2,1,0,16,21,159,1,203,0.78,0.11,0.18,0.29,7.56,0.59,0.14,0.23,0.37,9.63,9.10,0.32,8.92,9.10
00-0036358,CeeDee Lamb,DAL,2022,6,2,1,0,28,50,341,2,501,0.68,0.35,0.44,0.83,14.94,0.47,0.39,0.49,0.93,18.23,10.30,1.11,13.92,10.30
00-0036365,Bryan Edwards,ATL,2022,6,2,1,0,2,4,12,0,40,0.30,0.05,0.06,0.11,1.07,0.30,0.05,0.06,0.11,1.07,2.00,0.08,5.37,2.00
00-0036387,Jalen Reagor,MIN,2022,6,2,1,0,3,5,10,1,9,1.11,0.03,0.01,0.05,2.93,0.33,0.03,0.01,0.05,2.77,7.10,0.03,5.40,7.10
00-0036407,Jerry Jeudy,DEN,2022,6,2,1,0,14,29,236,2,355,0.66,0.18,0.25,0.44,9.94,0.35,0.20,0.27,0.49,9.10,8.30,0.52,9.43,8.30
00-0036410,Tee Higgins,CIN,2022,6,2,1,0,20,28,315,2,310,1.02,0.18,0.27,0.46,15.88,0.93,0.25,0.36,0.64,19.60,25.40,0.63,14.54,25.40
00-0036412,KJ Hamler,DEN,2022,6,2,1,0,2,4,65,0,115,0.57,0.04,0.12,0.14,2.83,0.57,0.04,0.12,0.14,2.83,2.00,0.15,6.17,2.00
00-0036422,Adam Trautman,NO,2022,6,2,0,1,6,7,78,1,63,1.24,0.08,0.07,0.16,6.60,1.24,0.08,0.07,0.16,6.60,11.20,0.32,4.90,11.20
00-0036423,Albert Okwuegbunam,DEN,2022,6,2,0,1,7,11,50,0,25,2.00,0.08,0.02,0.13,3.00,0.68,0.05,0.02,0.09,1.23,1.50,0.04,5.58,1.50
00-0036429,Charlie Woerner,SF,2022,6,2,0,1,0,1,0,0,20,0.00,0.04,0.16,0.17,0.00,0.00,0.04,0.16,0.17,0.00,0.00,0.17,1.87,0.00
00-0036438,Stephen Sullivan,CAR,2022,6,2,0,1,1,1,13,0,13,1.00,0.04,0.06,0.10,2.30,1.00,0.04,0.06,0.10,2.30,2.30,0.10,1.15,2.30
00-0036439,Tyrie Cleveland,DEN,2022,6,2,1,0,2,4,28,0,31,0.90,0.06,0.05,0.12,2.40,0.90,0.06,0.05,0.12,2.40,0.00,0.06,2.14,0.00
00-0036482,Mike Strachan,IND,2022,6,1,1,0,3,6,59,0,75,0.79,0.05,0.09,0.14,2.97,0.79,0.05,0.09,0.14,2.97,0.00,0.07,2.70,0.00
00-0036550,Rashod Bateman,BAL,2022,6,1,1,0,11,22,243,2,317,0.77,0.19,0.30,0.50,11.32,0.58,0.20,0.30,0.51,10.47,4.70,0.52,9.30,4.70
00-0036554,Nico Collins,HOU,2022,6,1,1,0,15,27,272,0,389,0.70,0.17,0.33,0.48,8.44,0.48,0.17,0.39,0.52,9.27,10.50,0.77,6.62,10.50
00-0036556,Brevin Jordan,HOU,2022,6,1,0,1,3,6,8,0,43,0.19,0.08,0.08,0.18,1.90,0.19,0.08,0.08,0.18,1.90,2.30,0.25,5.96,2.30
00-0036572,Shi Smith,CAR,2022,6,1,1,0,8,18,105,0,174,0.60,0.12,0.16,0.29,3.70,0.52,0.09,0.13,0.22,5.03,10.90,0.33,3.46,10.90
00-0036590,Quintin Morris,BUF,2022,6,1,0,1,6,9,67,0,66,1.02,0.05,0.05,0.12,2.67,0.92,0.06,0.06,0.14,3.03,4.90,0.26,2.67,4.90
00-0036613,Jaylen Waddle,MIA,2022,6,1,1,0,24,39,404,3,403,1.00,0.23,0.29,0.55,16.82,0.41,0.17,0.22,0.41,8.77,5.30,0.23,15.80,5.30
00-0036620,D'Wayne Eskridge,SEA,2022,6,1,1,0,3,5,16,0,19,0.84,0.05,0.02,0.08,1.30,0.84,0.04,0.02,0.07,1.40,0.00,0.09,2.79,0.00
00-0036626,Dyami Brown,WAS,2022,6,1,1,0,3,9,111,2,229,0.48,0.09,0.29,0.34,8.70,0.48,0.09,0.29,0.34,8.70,0.00,0.21,4.52,0.00
00-0036628,John Bates,WAS,2022,6,1,0,1,9,14,73,0,54,1.35,0.07,0.03,0.13,3.26,1.07,0.08,0.04,0.15,4.27,6.90,0.17,4.20,6.90
00-0036630,Tylan Wallace,BAL,2022,6,1,1,0,2,5,17,0,85,0.20,0.06,0.09,0.15,1.23,0.20,0.06,0.09,0.15,1.23,1.80,0.23,1.14,1.80
00-0036635,Ihmir Smith-Marsette,CHI,2022,6,1,1,0,1,4,15,0,28,0.54,0.06,0.05,0.12,0.13,0.54,0.06,0.05,0.12,0.13,-0.10,0.10,4.83,-0.10
00-0036637,Noah Gray,KC,2022,6,1,0,1,5,10,55,0,56,0.98,0.05,0.04,0.11,3.32,0.59,0.05,0.03,0.09,3.80,1.70,0.08,2.61,1.70
00-0036646,Simi Fehoko,DAL,2022,6,1,1,0,3,4,24,0,51,0.47,0.06,0.08,0.14,2.70,0.47,0.06,0.08,0.14,2.70,2.20,0.07,2.70,2.20
00-0036671,Dax Milne,WAS,2022,6,1,1,0,3,4,23,0,29,0.79,0.03,0.02,0.06,1.33,0.79,0.03,0.02,0.05,1.77,1.50,0.09,1.59,1.50
00-0036692,Miller Forristall,CLE,2022,6,1,0,1,0,1,0,0,5,0.00,0.03,0.02,0.07,0.00,0.00,0.03,0.02,0.07,0.00,0.00,0.07,0.00,0.00
00-0036741,Jack Stoll,PHI,2022,6,1,0,1,1,2,4,0,1,4.00,0.06,0.00,0.09,1.40,4.00,0.06,0.00,0.09,1.40,1.40,0.09,1.90,1.40
00-0036754,Brock Wright,DET,2022,6,1,0,1,1,1,25,0,15,1.67,0.03,0.05,0.08,3.50,1.67,0.03,0.05,0.08,3.50,3.50,0.08,4.90,3.50
00-0036849,Tutu Atwell,LA,2022,6,1,1,0,1,4,54,0,154,0.35,0.04,0.19,0.19,2.13,0.35,0.04,0.19,0.19,2.13,6.40,0.27,2.13,6.40
00-0036862,Ben Skowronek,LA,2022,6,1,1,0,18,24,181,0,190,0.95,0.13,0.15,0.29,7.22,0.74,0.13,0.12,0.28,8.67,10.10,0.36,4.54,10.10
00-0036876,Kylen Granson,IND,2022,6,1,0,1,12,18,121,0,99,1.22,0.10,0.08,0.20,4.82,0.86,0.08,0.09,0.19,5.17,2.60,0.18,3.05,2.60
00-0036877,Jaelon Darden,TB,2022,6,1,1,0,1,1,25,0,15,1.67,0.01,0.03,0.04,1.85,1.67,0.01,0.03,0.04,1.85,3.50,0.08,1.68,3.50
00-0036894,Pat Freiermuth,PIT,2022,6,1,0,1,20,32,235,1,254,0.93,0.18,0.16,0.38,9.90,0.54,0.14,0.14,0.30,8.27,3.20,0.07,9.44,3.20
00-0036900,Ja'Marr Chase,CIN,2022,6,1,1,0,32,53,343,2,450,0.76,0.28,0.35,0.67,15.30,0.36,0.28,0.39,0.69,12.27,12.00,0.83,17.39,12.00
00-0036912,DeVonta Smith,PHI,2022,6,1,1,0,28,38,353,1,353,1.00,0.25,0.32,0.60,13.86,0.77,0.29,0.41,0.73,18.10,18.70,0.68,11.60,18.70
00-0036913,Kadarius Toney,NYG,2022,6,1,1,0,2,3,0,0,-7,0.00,0.06,-0.02,0.07,2.15,0.00,0.06,-0.02,0.07,2.15,2.00,0.12,7.88,2.00
00-0036936,Rondale Moore,ARI,2022,6,1,1,0,10,13,79,0,76,1.04,0.19,0.16,0.39,8.40,1.04,0.19,0.16,0.39,8.40,13.10,0.36,8.01,13.10
00-0036955,Terrace Marshall,CAR,2022,6,1,1,0,4,4,30,0,22,1.36,0.10,0.06,0.20,7.00,1.36,0.10,0.06,0.20,7.00,7.00,0.20,3.06,7.00
00-0036959,Michael Bandy,LAC,2022,6,1,1,0,2,2,49,0,43,1.14,0.05,0.16,0.19,6.90,1.14,0.05,0.16,0.19,6.90,6.90,0.19,6.90,6.90
00-0036963,Amon-Ra St. Brown,DET,2022,6,1,1,0,27,39,271,3,219,1.24,0.28,0.18,0.55,19.73,0.95,0.26,0.17,0.51,19.50,5.80,0.35,15.31,5.80
00-0036970,Kyle Pitts,ATL,2022,6,1,0,1,10,22,150,0,346,0.43,0.23,0.33,0.58,6.25,0.38,0.24,0.34,0.60,7.03,3.50,0.52,9.60,3.50
00-0036980,Elijah Moore,NYJ,2022,6,1,1,0,16,29,203,0,436,0.47,0.14,0.27,0.40,7.18,0.26,0.17,0.31,0.47,6.50,2.10,0.53,10.88,2.10
00-0036988,Josh Palmer,LAC,2022,6,1,1,0,17,28,183,1,192,0.95,0.15,0.15,0.33,8.34,0.77,0.14,0.17,0.33,8.27,5.40,0.45,6.73,5.40
00-0036999,Anthony Schwartz,CLE,2022,6,1,1,0,1,3,19,0,30,0.63,0.05,0.06,0.11,2.45,0.63,0.05,0.06,0.11,2.45,0.00,0.07,2.74,0.00
00-0037005,Tommy Tremble,CAR,2022,6,1,0,1,5,9,42,0,59,0.71,0.07,0.07,0.15,2.30,0.69,0.08,0.08,0.18,2.70,0.00,0.05,3.46,0.00
00-0037011,Tre' McKitty,LAC,2022,6,1,0,1,4,7,28,0,16,1.75,0.07,0.02,0.12,2.27,1.75,0.07,0.02,0.12,2.27,0.00,0.09,1.92,0.00
