player_id,name,recent_team,season,week,years_exp,position_wr,position_te,season_tot_receptions,season_tot_targets,season_tot_receiving_yards,season_tot_receiving_tds,season_tot_receiving_air_yards,season_avg_racr,season_avg_tgt_share,season_avg_air_yards_share,season_avg_wopr,season_avg_fantasy_points_ppr,recent_racr,recent_tgt_share,recent_air_yards_share,recent_wopr,recent_fantasy_points_ppr,lw_fpts,lw_wopr,career_fpts,actual_fantasy_pts
00-0035259,Trevon Wesco,CHI,2022,7,3,0,1,1,2,23,0,15,1.53,0.10,0.08,0.20,3.30,1.53,0.10,0.08,0.20,3.30,3.30,0.20,1.82,3.30
00-0035298,Scott Miller,TB,2022,7,3,1,0,8,20,73,0,307,0.24,0.16,0.35,0.49,5.37,0.24,0.16,0.35,0.49,5.37,7.50,0.47,5.60,7.50
00-0035308,Tommy Sweeney,BUF,2022,7,3,0,1,1,1,7,0,-1,-7.00,0.03,0.00,0.04,1.70,-7.00,0.03,0.00,0.04,1.70,1.70,0.04,3.12,1.70
00-0035329,Donald Parham,LAC,2022,7,3,0,1,3,4,53,0,51,1.04,0.05,0.11,0.15,4.15,1.04,0.05,0.11,0.15,4.15,8.30,0.19,4.63,8.30
00-0035345,Chris Myarick,NYG,2022,7,3,0,1,3,3,11,1,3,3.67,0.04,0.01,0.06,3.37,3.67,0.04,0.01,0.06,3.37,1.40,0.05,2.97,1.40
00-0035359,David Sills,NYG,2022,7,3,1,0,9,14,82,0,99,0.83,0.11,0.11,0.24,3.44,0.25,0.09,0.05,0.17,2.17,1.80,0.15,2.32,1.80
00-0035399,Stanley Morgan,CIN,2022,7,3,1,0,0,1,0,0,0,0.00,0.03,0.00,0.04,0.00,0.00,0.03,0.00,0.04,0.00,0.00,0.04,0.91,0.00
00-0035406,Lil'Jordan Humphrey,NE,2022,7,3,1,0,2,4,20,0,27,0.74,0.05,0.03,0.09,1.33,0.74,0.05,0.03,0.09,1.33,1.90,0.06,4.99,1.90
00-0035414,Jalen Guyton,LAC,2022,7,3,1,0,2,4,64,0,115,0.56,0.05,0.20,0.22,4.20,0.56,0.05,0.20,0.22,4.20,8.40,0.28,5.79,8.40
00-0035500,Greg Dortch,ARI,2022,7,3,1,0,21,24,204,1,127,1.61,0.14,0.12,0.30,11.85,1.11,0.11,0.09,0.23,11.37,1.60,0.07,9.05,1.60
00-0035510,Jeff Smith,NYJ,2022,7,3,1,0,2,3,28,0,36,0.78,0.03,0.04,0.07,1.60,0.78,0.03,0.04,0.07,1.60,2.10,0.08,3.00,2.10
00-0035527,Andy Isabella,ARI,2022,7,3,1,0,2,5,21,0,70,0.30,0.05,0.12,0.16,2.05,0.30,0.05,0.12,0.16,2.05,2.10,0.14,4.20,2.10
00-0035535,Darius Slayton,NYG,2022,7,3,1,0,8,12,108,0,172,0.63,0.18,0.38,0.54,6.27,0.63,0.18,0.38,0.54,6.27,2.80,0.33,8.66,2.80
00-0035544,Tom Kennedy,DET,2022,7,3,1,0,3,5,54,0,73,0.74,0.13,0.19,0.32,8.40,0.74,0.13,0.19,0.32,8.40,8.40,0.32,3.83,8.40
00-0035547,Jody Fortson,KC,2022,7,3,0,1,2,3,11,2,9,1.22,0.03,0.01,0.05,5.03,1.22,0.03,0.01,0.05,5.03,8.00,0.06,5.26,8.00
00-0035562,Jesper Horsted,LV,2022,7,3,0,1,3,3,19,0,13,1.46,0.11,0.04,0.20,4.90,1.46,0.11,0.04,0.20,4.90,4.90,0.20,4.86,4.90
00-0035572,Parker Hesse,ATL,2022,7,3,0,1,4,5,41,0,36,1.14,0.05,0.04,0.10,2.03,1.00,0.04,0.04,0.10,2.20,1.90,0.08,2.17,1.90
00-0035593,Juwann Winfree,GB,2022,7,3,1,0,1,4,17,0,52,0.33,0.04,0.07,0.10,0.90,0.33,0.04,0.07,0.10,0.90,0.00,0.04,1.81,0.00
00-0035603,Kendall Blanton,LA,2022,7,3,0,1,2,2,35,0,12,2.92,0.03,0.03,0.06,2.75,2.92,0.03,0.03,0.06,2.75,1.70,0.05,4.21,1.70
00-0035631,Drew Sample,CIN,2022,7,3,0,1,2,2,-2,0,-2,1.00,0.02,0.00,0.03,0.90,1.00,0.02,0.00,0.03,0.90,0.60,0.03,3.52,0.60
00-0035639,Parris Campbell,IND,2022,7,3,1,0,18,26,169,1,158,1.07,0.11,0.10,0.23,6.82,0.77,0.14,0.14,0.31,10.40,18.70,0.46,6.00,18.70
00-0035640,DK Metcalf,SEA,2022,7,3,1,0,30,50,406,2,560,0.73,0.27,0.36,0.66,13.10,0.48,0.30,0.40,0.73,15.03,5.40,0.63,14.60,5.40
00-0035644,Noah Fant,SEA,2022,7,3,0,1,19,23,150,1,119,1.26,0.13,0.08,0.24,6.67,0.81,0.16,0.09,0.30,8.53,10.50,0.43,8.83,10.50
00-0035645,Gunner Olszewski,PIT,2022,7,3,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.90,0.00,0.00,2.76,0.00
00-0035659,Terry McLaurin,WAS,2022,7,3,1,0,22,37,367,1,497,0.74,0.16,0.27,0.44,11.08,0.27,0.16,0.21,0.39,8.10,8.20,0.38,13.38,8.20
00-0035662,Marquise Brown,ARI,2022,7,3,1,0,43,64,485,3,669,0.72,0.26,0.40,0.68,18.25,0.35,0.29,0.41,0.72,18.13,11.80,0.69,13.04,11.80
00-0035676,A.J. Brown,PHI,2022,7,3,1,0,33,53,503,2,509,0.99,0.31,0.43,0.76,15.88,0.38,0.28,0.46,0.74,12.80,17.70,0.85,14.79,17.70
00-0035689,Dawson Knox,BUF,2022,7,3,0,1,15,20,148,1,139,1.06,0.10,0.10,0.22,7.16,0.73,0.10,0.12,0.23,8.73,12.70,0.21,7.80,12.70
00-0035703,Miles Boykin,PIT,2022,7,3,1,0,1,2,11,0,46,0.24,0.02,0.07,0.08,1.05,0.24,0.02,0.07,0.08,1.05,2.10,0.05,4.35,2.10
00-0035719,Deebo Samuel,SF,2022,7,3,1,0,27,47,345,2,242,1.43,0.27,0.19,0.53,15.18,0.88,0.27,0.26,0.59,16.97,16.00,0.56,15.68,16.00
00-0035771,Mitchell Wilcox,CIN,2022,7,2,0,1,3,3,30,0,4,7.50,0.03,0.00,0.05,2.00,7.50,0.03,0.00,0.05,2.00,2.80,0.05,2.65,2.80
00-0035823,Ben Ellefson,MIN,2022,7,2,0,1,3,3,26,0,15,1.73,0.04,0.03,0.09,2.80,1.73,0.04,0.03,0.09,2.80,4.40,0.11,1.60,4.40
00-0035956,Giovanni Ricci,CAR,2022,7,2,0,1,5,6,58,0,27,2.15,0.07,0.04,0.13,3.60,2.15,0.07,0.04,0.13,3.60,5.70,0.15,2.16,5.70
00-0036005,Noah Togiai,PHI,2022,7,2,0,1,0,1,0,0,4,0.00,0.03,0.03,0.07,0.00,0.00,0.03,0.03,0.07,0.00,0.00,0.07,0.00,0.00
00-0036032,Sean McKeon,DAL,2022,7,2,0,1,1,1,10,0,3,3.33,0.03,0.01,0.05,2.00,3.33,0.03,0.01,0.05,2.00,2.00,0.05,2.94,2.00
00-0036040,Juwan Johnson,NO,2022,7,2,0,1,14,25,170,0,221,0.77,0.13,0.11,0.27,5.17,0.39,0.14,0.11,0.29,5.57,8.10,0.37,3.99,8.10
00-0036133,James Proche,BAL,2022,7,2,1,0,1,2,7,0,11,0.64,0.07,0.04,0.14,1.70,0.64,0.07,0.04,0.14,1.70,1.70,0.14,3.66,1.70
00-0036145,Lawrence Cager,NYJ,2022,7,2,1,0,0,1,0,0,14,0.00,0.02,0.05,0.06,0.00,0.00,0.02,0.05,0.06,0.00,0.00,0.06,1.83,0.00
00-0036165,Isaiah Hodgins,BUF,2022,7,2,1,0,4,6,41,0,44,0.93,0.17,0.10,0.32,8.10,0.93,0.17,0.10,0.32,8.10,8.10,0.32,8.10,8.10
00-0036182,Nick Westbrook-Ikhine,TEN,2022,7,2,1,0,7,12,138,0,232,0.59,0.12,0.27,0.36,5.20,0.54,0.14,0.36,0.46,6.17,9.20,0.57,4.84,9.20
00-0036187,Reggie Gilliam,BUF,2022,7,2,0,1,7,9,57,1,56,1.02,0.07,0.06,0.14,6.23,1.02,0.07,0.06,0.14,6.23,4.80,0.12,2.93,4.80
00-0036194,Devin Asiasi,CIN,2022,7,2,0,1,0,1,0,0,24,0.00,0.03,0.07,0.10,0.00,0.00,0.03,0.07,0.10,0.00,0.00,0.10,2.38,0.00
00-0036196,Gabriel Davis,BUF,2022,7,2,1,0,14,26,383,4,433,0.88,0.13,0.28,0.40,15.26,0.60,0.14,0.29,0.41,16.93,16.40,0.48,10.14,16.40
00-0036219,Marquez Callaway,NO,2022,7,2,1,0,9,17,98,1,209,0.47,0.14,0.17,0.33,6.20,0.45,0.19,0.27,0.47,5.80,6.60,0.58,7.82,6.60
00-0036228,Dezmon Patmon,IND,2022,7,2,1,0,2,6,24,0,73,0.33,0.21,0.29,0.51,4.40,0.33,0.21,0.29,0.51,4.40,4.40,0.51,2.90,4.40
00-0036232,Harrison Bryant,CLE,2022,7,2,0,1,12,19,99,0,142,0.70,0.11,0.10,0.24,4.38,0.25,0.10,0.06,0.19,3.53,4.80,0.19,4.71,4.80
00-0036233,Donovan Peoples-Jones,CLE,2022,7,2,1,0,20,36,265,0,391,0.68,0.18,0.24,0.44,7.78,0.50,0.19,0.27,0.48,10.90,11.60,0.29,7.85,11.60
00-0036244,Colby Parkinson,SEA,2022,7,2,0,1,8,9,126,1,81,1.56,0.07,0.08,0.16,6.65,1.02,0.07,0.06,0.14,4.77,3.10,0.13,3.85,3.10
00-0036250,Tyler Davis,GB,2022,7,2,0,1,4,6,26,0,17,1.53,0.05,0.02,0.08,1.65,1.35,0.05,0.03,0.09,1.77,0.70,0.12,1.57,0.70
00-0036252,Michael Pittman,IND,2022,7,2,1,0,38,52,417,1,304,1.37,0.24,0.24,0.54,17.14,0.74,0.23,0.20,0.49,14.47,26.40,0.59,12.18,26.40
00-0036259,Jauan Jennings,SF,2022,7,2,1,0,12,20,156,0,136,1.15,0.11,0.10,0.24,4.60,0.63,0.09,0.08,0.20,4.83,3.80,0.13,5.46,3.80
00-0036261,Brandon Aiyuk,SF,2022,7,2,1,0,25,38,320,3,400,0.80,0.22,0.31,0.54,12.62,0.45,0.20,0.24,0.46,14.93,28.30,0.63,12.24,28.30
00-0036268,Laviska Shenault,CAR,2022,7,2,1,0,2,2,90,1,1,90.00,0.03,0.00,0.05,8.50,90.00,0.03,0.00,0.05,8.50,0.00,0.00,9.41,0.00
00-0036271,Quez Watkins,PHI,2022,7,2,1,0,6,9,88,1,95,0.93,0.06,0.09,0.16,4.10,0.20,0.08,0.00,0.11,1.87,0.70,0.05,6.13,0.70
00-0036277,Quintez Cephus,DET,2022,7,2,1,0,2,3,15,0,14,1.07,0.08,0.04,0.14,3.50,1.07,0.08,0.04,0.14,3.50,3.50,0.14,7.05,3.50
00-0036290,Cole Kmet,CHI,2022,7,2,0,1,10,15,116,0,85,1.36,0.14,0.08,0.26,3.60,0.89,0.15,0.05,0.26,5.20,2.50,0.22,5.66,2.50
00-0036309,Darnell Mooney,CHI,2022,7,2,1,0,17,33,241,0,471,0.51,0.30,0.46,0.77,6.85,0.45,0.33,0.55,0.88,11.47,13.80,1.05,10.59,13.80
00-0036322,Justin Jefferson,MIN,2022,7,2,1,0,46,63,654,2,491,1.33,0.29,0.38,0.71,22.10,0.83,0.33,0.43,0.80,26.01,16.70,0.62,18.90,16.70
00-0036326,Chase Claypool,PIT,2022,7,2,1,0,23,36,225,1,345,0.65,0.18,0.19,0.40,9.50,0.42,0.17,0.22,0.42,11.13,23.40,0.66,11.97,23.40
00-0036331,Devin Duvernay,BAL,2022,7,2,1,0,18,25,240,3,308,0.78,0.15,0.19,0.35,11.37,0.39,0.20,0.31,0.51,8.10,2.40,0.36,5.67,2.40
00-0036332,Josiah Deguara,GB,2022,7,2,0,1,5,6,56,0,17,3.29,0.04,0.01,0.07,2.65,1.65,0.03,0.00,0.05,1.93,1.90,0.04,4.13,1.90
00-0036345,K.J. Osborn,MIN,2022,7,2,1,0,19,26,177,1,226,0.78,0.12,0.17,0.30,7.10,0.29,0.12,0.11,0.26,5.13,4.80,0.37,8.74,4.80
00-0036358,CeeDee Lamb,DAL,2022,7,2,1,0,33,60,409,2,566,0.72,0.33,0.40,0.78,14.57,0.39,0.33,0.36,0.74,14.90,12.70,0.56,13.88,12.70
00-0036365,Bryan Edwards,ATL,2022,7,2,1,0,2,4,12,0,40,0.30,0.05,0.06,0.11,1.07,0.30,0.05,0.06,0.11,1.07,2.00,0.08,5.37,2.00
00-0036387,Jalen Reagor,MIN,2022,7,2,1,0,3,5,10,1,9,1.11,0.03,0.01,0.05,2.93,0.33,0.03,0.01,0.05,2.77,7.10,0.03,5.40,7.10
00-0036407,Jerry Jeudy,DEN,2022,7,2,1,0,17,36,290,2,466,0.62,0.19,0.28,0.48,9.68,0.34,0.23,0.31,0.56,10.67,8.40,0.77,9.40,8.40
00-0036410,Tee Higgins,CIN,2022,7,2,1,0,26,38,362,2,371,0.98,0.20,0.27,0.49,14.84,0.71,0.25,0.31,0.60,16.80,10.70,0.61,14.44,10.70
00-0036412,KJ Hamler,DEN,2022,7,2,1,0,4,7,109,0,173,0.63,0.05,0.15,0.19,3.73,0.63,0.07,0.16,0.21,4.97,6.40,0.36,6.18,6.40
00-0036422,Adam Trautman,NO,2022,7,2,0,1,7,8,86,1,66,1.30,0.07,0.05,0.14,5.40,1.17,0.08,0.07,0.18,6.57,1.80,0.06,4.78,1.80
00-0036423,Albert Okwuegbunam,DEN,2022,7,2,0,1,7,11,50,0,25,2.00,0.08,0.02,0.13,3.00,0.68,0.05,0.02,0.09,1.23,1.50,0.04,5.58,1.50
00-0036429,Charlie Woerner,SF,2022,7,2,0,1,0,2,0,0,43,0.00,0.03,0.10,0.11,0.00,0.00,0.03,0.10,0.11,0.00,0.00,0.09,1.68,0.00
00-0036438,Stephen Sullivan,CAR,2022,7,2,0,1,1,1,13,0,13,1.00,0.04,0.06,0.10,2.30,1.00,0.04,0.06,0.10,2.30,2.30,0.10,1.15,2.30
00-0036439,Tyrie Cleveland,DEN,2022,7,2,1,0,2,4,28,0,31,0.90,0.06,0.05,0.12,2.40,0.90,0.06,0.05,0.12,2.40,0.00,0.06,2.14,0.00
00-0036482,Mike Strachan,IND,2022,7,1,1,0,3,8,59,0,95,0.62,0.05,0.09,0.13,2.22,0.24,0.05,0.09,0.14,1.10,0.00,0.10,2.25,0.00
00-0036550,Rashod Bateman,BAL,2022,7,1,1,0,11,22,243,2,317,0.77,0.19,0.30,0.50,11.32,0.58,0.20,0.30,0.51,10.47,4.70,0.52,9.30,4.70
00-0036554,Nico Collins,HOU,2022,7,1,1,0,15,27,272,0,389,0.70,0.17,0.33,0.48,8.44,0.48,0.17,0.39,0.52,9.27,10.50,0.77,6.62,10.50
00-0036556,Brevin Jordan,HOU,2022,7,1,0,1,3,6,8,0,43,0.19,0.08,0.08,0.18,1.90,0.19,0.08,0.08,0.18,1.90,2.30,0.25,5.96,2.30
00-0036572,Shi Smith,CAR,2022,7,1,1,0,8,20,105,0,179,0.59,0.11,0.16,0.29,3.08,0.39,0.09,0.14,0.24,3.63,0.00,0.33,3.15,0.00
00-0036590,Quintin Morris,BUF,2022,7,1,0,1,6,9,67,0,66,1.02,0.05,0.05,0.12,2.67,0.92,0.06,0.06,0.14,3.03,4.90,0.26,2.67,4.90
00-0036613,Jaylen Waddle,MIA,2022,7,1,1,0,30,49,533,3,514,1.04,0.23,0.28,0.54,16.83,0.37,0.17,0.17,0.37,9.37,16.90,0.52,15.85,16.90
00-0036620,D'Wayne Eskridge,SEA,2022,7,1,1,0,6,8,55,0,39,1.41,0.06,0.03,0.11,2.42,1.26,0.06,0.04,0.12,3.17,6.90,0.22,3.11,6.90
00-0036626,Dyami Brown,WAS,2022,7,1,1,0,3,9,111,2,229,0.48,0.09,0.29,0.34,8.70,0.48,0.09,0.29,0.34,8.70,0.00,0.21,4.52,0.00
00-0036628,John Bates,WAS,2022,7,1,0,1,9,14,73,0,54,1.35,0.07,0.03,0.13,3.26,1.07,0.08,0.04,0.15,4.27,6.90,0.17,4.20,6.90
00-0036630,Tylan Wallace,BAL,2022,7,1,1,0,3,6,21,0,87,0.24,0.05,0.07,0.13,1.27,0.24,0.06,0.06,0.13,1.70,1.40,0.05,1.17,1.40
00-0036635,Ihmir Smith-Marsette,CHI,2022,7,1,1,0,1,4,15,0,28,0.54,0.06,0.05,0.12,0.13,0.54,0.06,0.05,0.12,0.13,-0.10,0.10,4.83,-0.10
00-0036637,Noah Gray,KC,2022,7,1,0,1,8,13,68,0,62,1.10,0.06,0.04,0.12,3.48,0.32,0.05,0.03,0.10,4.03,4.30,0.15,2.73,4.30
00-0036646,Simi Fehoko,DAL,2022,7,1,1,0,3,4,24,0,51,0.47,0.06,0.08,0.14,2.70,0.47,0.06,0.08,0.14,2.70,2.20,0.07,2.70,2.20
00-0036671,Dax Milne,WAS,2022,7,1,1,0,3,4,23,0,29,0.79,0.03,0.02,0.06,1.33,0.79,0.03,0.02,0.05,1.77,1.50,0.09,1.59,1.50
00-0036692,Miller Forristall,CLE,2022,7,1,0,1,0,1,0,0,5,0.00,0.03,0.02,0.07,0.00,0.00,0.03,0.02,0.07,0.00,0.00,0.07,0.00,0.00
00-0036741,Jack Stoll,PHI,2022,7,1,0,1,2,3,25,0,5,5.00,0.05,0.01,0.09,2.25,5.00,0.05,0.01,0.09,2.25,3.10,0.10,2.14,3.10
00-0036754,Brock Wright,DET,2022,7,1,0,1,1,1,25,0,15,1.67,0.03,0.05,0.08,3.50,1.67,0.03,0.05,0.08,3.50,3.50,0.08,4.90,3.50
00-0036849,Tutu Atwell,LA,2022,7,1,1,0,1,4,54,0,154,0.35,0.03,0.16,0.16,1.83,0.35,0.03,0.21,0.19,2.43,0.90,0.00,1.83,0.90
00-0036862,Ben Skowronek,LA,2022,7,1,1,0,23,29,221,0,216,1.02,0.13,0.15,0.30,8.80,0.53,0.13,0.12,0.29,10.70,16.70,0.37,5.35,16.70
00-0036876,Kylen Granson,IND,2022,7,1,0,1,16,22,159,0,124,1.28,0.09,0.08,0.19,5.32,0.94,0.09,0.10,0.20,6.87,7.80,0.16,3.34,7.80
00-0036877,Jaelon Darden,TB,2022,7,1,1,0,1,1,25,0,15,1.67,0.01,0.03,0.04,1.85,1.67,0.01,0.03,0.04,1.85,3.50,0.08,1.68,3.50
00-0036887,Luke Farrell,JAX,2022,7,1,0,1,1,1,11,0,-2,-5.50,0.05,-0.02,0.05,2.10,-5.50,0.05,-0.02,0.05,2.10,2.10,0.05,1.63,2.10
00-0036894,Pat Freiermuth,PIT,2022,7,1,0,1,20,32,235,1,254,0.93,0.18,0.16,0.38,9.90,0.54,0.14,0.14,0.30,8.27,3.20,0.07,9.44,3.20
00-0036900,Ja'Marr Chase,CIN,2022,7,1,1,0,39,63,475,4,558,0.85,0.28,0.37,0.68,18.12,0.47,0.27,0.41,0.70,18.77,32.20,0.76,17.94,32.20
00-0036912,DeVonta Smith,PHI,2022,7,1,1,0,33,43,397,2,383,1.04,0.25,0.32,0.60,14.12,0.39,0.25,0.26,0.56,12.93,15.40,0.59,11.76,15.40
00-0036913,Kadarius Toney,NYG,2022,7,1,1,0,2,3,0,0,-7,0.00,0.06,-0.02,0.07,2.15,0.00,0.06,-0.02,0.07,2.15,2.00,0.12,7.88,2.00
00-0036936,Rondale Moore,ARI,2022,7,1,1,0,16,23,128,0,120,1.07,0.22,0.15,0.43,9.23,1.07,0.22,0.15,0.43,9.23,10.90,0.51,8.17,10.90
00-0036955,Terrace Marshall,CAR,2022,7,1,1,0,4,5,30,0,26,1.15,0.08,0.07,0.17,3.50,1.15,0.08,0.07,0.17,3.50,0.00,0.22,2.84,0.00
00-0036959,Michael Bandy,LAC,2022,7,1,1,0,3,4,53,0,83,0.64,0.04,0.15,0.17,4.15,0.64,0.04,0.15,0.17,4.15,1.40,0.15,4.15,1.40
00-0036963,Amon-Ra St. Brown,DET,2022,7,1,1,0,27,39,271,3,219,1.24,0.28,0.18,0.55,19.73,0.95,0.26,0.17,0.51,19.50,5.80,0.35,15.31,5.80
00-0036970,Kyle Pitts,ATL,2022,7,1,0,1,13,25,169,1,364,0.46,0.23,0.33,0.58,7.18,0.36,0.29,0.39,0.71,9.37,10.90,0.49,9.66,10.90
00-0036980,Elijah Moore,NYJ,2022,7,1,1,0,16,29,203,0,436,0.47,0.14,0.27,0.40,7.18,0.26,0.17,0.31,0.47,6.50,2.10,0.53,10.88,2.10
00-0036988,Josh Palmer,LAC,2022,7,1,1,0,26,40,240,1,241,1.00,0.16,0.16,0.35,9.40,0.44,0.15,0.16,0.34,7.87,14.70,0.45,7.11,14.70
00-0036991,Amari Rodgers,GB,2022,7,1,1,0,1,1,14,0,10,1.40,0.02,0.03,0.05,2.40,1.40,0.02,0.03,0.05,2.40,2.40,0.05,2.40,2.40
00-0036999,Anthony Schwartz,CLE,2022,7,1,1,0,1,6,19,0,82,0.23,0.06,0.08,0.14,1.63,0.23,0.06,0.08,0.14,1.63,0.00,0.18,2.55,0.00
00-0037005,Tommy Tremble,CAR,2022,7,1,0,1,5,9,42,0,59,0.71,0.07,0.07,0.15,2.30,0.69,0.08,0.08,0.18,2.70,0.00,0.05,3.46,0.00
00-0037011,Tre' McKitty,LAC,2022,7,1,0,1,4,7,28,0,16,1.75,0.07,0.02,0.12,2.27,1.75,0.07,0.02,0.12,2.27,0.00,0.09,1.92,0.00
